id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,inp_irony_score,out_irony_score,flip_delta,similarity,bleu,perplexity,edit_dist_raw,edit_dist_norm,paraphrase_score
77,"Marine carbon dioxide removal is a big idea - and with big hurdles, of course",Marine carbon dioxide removal,sarcasm,1,1,1,1,1,0,0,0,0.010020911693572998,0,-0.15600496530532837,1,0.20185625553131104,0,0.9323581457138062,0.9223372340202332,0.010020911693572998,0.8402636051177979,0.06392786120670757,1053.2489013671875,11,0.7333333333333333,0.7865473499927795
78,"Anxious, desensitised: How else do teens learn about news now?",teens are anxious,rhetorical_question,1,1,1,1,1,0,0,0,-0.8248425722122192,1,0.5813091397285461,1,0.20908713340759277,0,0.10285806655883789,0.9277006387710571,-0.8248425722122192,0.6236253380775452,0.011018142789200103,776.0306396484375,9,0.9,0.6167541450556436
79,Analysts say (again) social media giants need to feel global pressure,Analysts say social media giants need to feel global pressure.,sarcasm,1,1,1,1,0,1,1,0,0.015245199203491211,0,-0.0458301305770874,0,-0.011750400066375732,0,0.9545783996582031,0.9393332004547119,0.015245199203491211,0.9864774942398071,0.6398166741645538,155.7928466796875,2,0.18181818181818182,0.35531274473711094
80,Can scientists really resurrect the dodo? Inside another company that says it can,can scientists resurrect the dodo?,sarcasm,1,1,1,1,1,0,0,1,0.5875309109687805,0,0.007197976112365723,1,0.21337276697158813,1,0.7465780973434448,0.1590471863746643,0.5875309109687805,0.928417444229126,0.061000517228104977,547.4361572265625,9,0.6923076923076923,0.871783499927554
81,Somaliland called for extradition of Ilhan Omar: Another minor false report,somaliland called for the extradition of Ilhan Omar,understatement,1,1,1,1,0,1,1,0,-0.11458432674407959,0,-0.0015051960945129395,0,0.036682069301605225,0,0.6986439228057861,0.8132282495498657,-0.11458432674407959,0.9425920248031616,0.11880509436980435,266.7767028808594,7,0.6363636363636364,0.830607290344197
82,"Including online games in social media bans is definitely workable, necessary and would benefit young people",cluding online games in social media bans is workable and would benefit young people.,satire,0,0,0,0,0,1,0,0,-0.01292508840560913,0,0.000522315502166748,0,-0.01470571756362915,0,0.9604716897010803,0.9733967781066895,-0.01292508840560913,0.9628214240074158,0.5342227899599141,138.4036407470703,5,0.3125,0.4484602766409967
83,Vibe coded applications full of non-vibey security blunders because of course it is.,vibe coded applications contain non-vibey security,irony,0,0,0,0,1,0,0,0,0.06782031059265137,1,0.3537867069244385,1,0.1889249086380005,0,0.9558446407318115,0.8880243301391602,0.06782031059265137,0.8993476629257202,0.03802068840835078,1464.228759765625,9,0.6923076923076923,0.8651538456628429
84,America’s Finest Minds Rally Around Trump’s War—Guess It’s On the Rest of Us to Provide the Shame,America’s Finest Minds Rally Around Trump’s War—Guess It’s On the Rest of Us to Provide the Shame,sarcasm,1,0,0,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.6428631544113159,0.6428631544113159,0.0,1.0,1.0,158.99169921875,0,0.0,0.0
85,Donald Trump delivers his daily scheduled ‘sleazebag’ comment about Leonard Leo,donald trump delivered his daily scheduled 'sleazebag’ comment about Leonard Leo.,sarcasm,0,0,0,0,0,1,0,0,-0.019188880920410156,0,0.03482609987258911,0,0.05569213628768921,0,0.9169683456420898,0.9361572265625,-0.019188880920410156,0.972943902015686,0.15690219308813547,970.93505859375,5,0.45454545454545453,0.820286870037697
86,Trump Sues IRS For $10B Over Leak Of His Glorious Tax Returns,trump sued IRS for $10B over leak of his tax returns.,sarcasm,1,1,1,1,0,1,1,0,-0.0020540952682495117,0,0.15475249290466309,0,0.01814514398574829,0,0.8621364831924438,0.8641905784606934,-0.0020540952682495117,0.9531596899032593,0.0204689180374571,74.19013214111328,10,0.8333333333333334,0.9336495423340214
87,"Come on kids, let's go play in the abandoned nuclear power station","Come on kids, let's go play in the abandoned nuclear power station.",understatement,0,0,0,0,0,1,0,0,-0.04524123668670654,0,0.00039315223693847656,0,0.011707961559295654,0,0.47457993030548096,0.5198211669921875,-0.04524123668670654,0.9929497241973877,0.9036020036098448,29.638891220092773,1,0.08333333333333333,0.09571836392878541
88,"Error' causes Alexa to endorse Kamala Harris, refuse to discuss Trump",Error caused Alexa to endorse Kamala Harris and refuse to discuss trump.,sarcasm,1,1,1,1,0,1,1,0,-0.0395084023475647,0,-0.0524979829788208,0,0.012303411960601807,0,0.7474034428596497,0.7869118452072144,-0.0395084023475647,0.9609681367874146,0.30661487102926754,474.8136291503906,5,0.4166666666666667,0.666321015463106
89,Mobile ad world drama: AppLovin not lovin' short seller assault claiming fraud,Mobile ad world drama,sarcasm,0,0,0,0,1,0,0,0,-0.0739096999168396,0,-0.22956854104995728,1,0.35526877641677856,0,0.8737468123435974,0.947656512260437,-0.0739096999168396,0.5515730977058411,0.0538140946637381,9605.064453125,9,0.75,0.5218906908119276
90,"God didn't have a plan for Gelsinger at Intel. Maybe there is one for his new gig, Gloo",God didn't have a plan for gelsinger at Intel.,sarcasm,0,0,0,0,1,0,0,0,-0.12033134698867798,0,-0.21069735288619995,0,0.03741389513015747,0,0.2959046959877014,0.4162360429763794,-0.12033134698867798,0.9015561938285828,0.24303324868167356,271.5101623535156,10,0.5555555555555556,0.6824480631733377
91,"Please sir, may we have some Moore? Doesn't look that way","please sir, may we have Moore",irony,0,0,0,0,0,1,0,0,-0.03337883949279785,0,0.060053467750549316,1,0.1622028946876526,0,0.041633784770965576,0.07501262426376343,-0.03337883949279785,0.8844057321548462,0.22083358203177395,405.16943359375,7,0.6363636363636364,0.6890992463536578
92,Teens maintained a mainframe and it went about as well as you'd imagine,Teens maintained a mainframe.,sarcasm,1,1,1,1,1,0,0,0,0.2502375841140747,0,-0.016067683696746826,1,0.1789940595626831,0,0.9650660753250122,0.7148284912109375,0.2502375841140747,0.8696296215057373,0.041910459064397936,525.2326049804688,10,0.7692307692307693,0.8331830448524332
93,"World’s Deadliest Sharks Only One-Third As Deadly To Minnesotans In 2026 As ICE, Trump’s Stupid War",The world's deadliest Sharks are one-third as deadly to Minnesotans in 2026 as ICE.,sarcasm,1,0,0,1,1,0,0,0,-0.13575035333633423,1,0.7549821138381958,0,0.0705980658531189,0,0.21211302280426025,0.3478633761405945,-0.13575035333633423,0.8581743240356445,0.016295846120958617,141.0814666748047,14,0.875,0.844189647306202
94,"A male doctor at a women’s health conference says heat exhaustion affects women no differently, what could possibly go wrong?",a male doctor at a women’s health conference says heat exhaustion affects women.,rhetorical_question,1,1,1,1,1,0,0,0,-0.5921890139579773,0,0.0012087225914001465,0,0.008369863033294678,0,0.3597484230995178,0.9519374370574951,-0.5921890139579773,0.9266310930252075,0.48106205221169124,489.05889892578125,9,0.45,0.48086403777133857
95,Hate To Say I Told You So Again: Your Chats Ain’t Private,hate to say i told you so again,sarcasm,0,0,0,0,1,0,0,0,-0.16011780500411987,0,-0.03693687915802002,1,0.26489782333374023,0,0.058939456939697266,0.21905726194381714,-0.16011780500411987,0.39995384216308594,0.0,124.11600494384766,12,1.0,0.39995384216308594
96,"$400m White House Ballroom Project is absolutely critical to nation security and halting it will severly risk national security, Trump Officials say",The $400m white house ballroom project is critical to nation security and halting it will risk national security.,overstatement,0,0,0,0,0,1,0,0,-0.08538442850112915,0,0.01884770393371582,0,0.007502317428588867,0,0.6671480536460876,0.7525324821472168,-0.08538442850112915,0.9678566455841064,0.35633220068041815,152.16250610351562,11,0.5,0.6229781571199543
97,Disciples Wondering What Jesus Could Have Possibly Meant By 'They Will Kill Me And In Three Days I Will Rise From The Dead',disciples are wondering what jesus inspired by 'they will kill me and in three days i will rise from the dead'.,irony,0,0,0,0,1,0,0,0,-0.13520604372024536,1,0.7412912845611572,0,0.06556046009063721,0,0.08064478635787964,0.215850830078125,-0.13520604372024536,0.9026035070419312,0.0,99.98336029052734,23,1.0,0.9026035070419312
98,Oops. VMware admits it over-specced storage servers for years,v VMware admitted it over-specced storage servers for years.,irony,1,1,1,1,0,1,1,0,-0.049777090549468994,1,0.19686955213546753,0,0.01983410120010376,0,0.8077685832977295,0.8575456738471985,-0.049777090549468994,0.9085257053375244,0.4671379777282001,418.7682800292969,3,0.3333333333333333,0.48411884463206667
99,Is it wrong for a Waitrose employee to stop a shoplifter from stealing Easter eggs? plot twist he got fired,waitrose employee tried to stop a shoplifter from stealing Easter eggs.,rhetorical_question,1,1,1,1,1,0,0,0,-0.2538341283798218,0,-0.0005075931549072266,0,0.035520195960998535,0,0.6120266318321228,0.8658607602119446,-0.2538341283798218,0.8974506258964539,0.2603482507415017,83.33106994628906,13,0.65,0.6638009253174463
100,Grok told to cover up as UK weighs action over AI 'undressing',Grok was told to cover up as the UK weighs action over AI 'undressing'.,irony,0,1,0,1,0,1,0,0,-0.0048452019691467285,0,0.01364290714263916,0,0.05263549089431763,0,0.8687918782234192,0.8736370801925659,-0.0048452019691467285,0.97248774766922,0.5445178846139404,310.7170104980469,3,0.21428571428571427,0.44295077649540093
101,"Sorry Dave, I’m afraid I can’t do that! PCs refuse to shut down after Microsoft patch",dave,sarcasm,0,0,0,0,1,0,0,0,-0.19497811794281006,0,-0.2103855013847351,1,0.2305414080619812,0,0.10015869140625,0.29513680934906006,-0.19497811794281006,0.14820925891399384,0.0,8568.6806640625,16,1.0,0.14820925891399384
102,"Another week, another emergency patch as Cisco plugs Unified Comms zero-day","Another week, another emergency patch as Cisco plugs Unified Comms zero-day.",sarcasm,0,0,0,0,0,1,0,0,0.002499878406524658,0,0.012719333171844482,0,0.04205256700515747,0,0.9453599452972412,0.9428600668907166,0.002499878406524658,0.9792161583900452,0.8931539818068694,856.7549438476562,1,0.09090909090909091,0.10462534747435018
103,"AI security startup CEO posts a job. Deepfake candidate applies, inner turmoil ensues",AI security startup CEO posts a job.,irony,1,1,1,1,1,0,0,0,-0.3995177149772644,0,-0.0018717646598815918,1,0.34691107273101807,0,0.5573367476463318,0.9568544626235962,-0.3995177149772644,0.8395868539810181,0.42437284567694994,1759.4974365234375,6,0.46153846153846156,0.4832889915641355
104,"Anthropic’s Legal Plug In: Hate to Say We Told You So, But We Told You So",thropic,sarcasm,0,0,0,0,1,0,0,0,-0.5227755308151245,0,-0.511442244052887,1,0.2472575306892395,0,0.10813713073730469,0.6309126615524292,-0.5227755308151245,0.24040193855762482,0.0,867.1707763671875,16,1.0,0.24040193855762482
105,How Many Security Issues Is ‘Too Many’? OpenClaw Users About to Find Out as They Brace For Another High Severity CVE,how many security issues are,rhetorical_question,1,1,1,1,1,0,0,0,-0.32438111305236816,0,0.40309691429138184,1,0.21201032400131226,0,0.0992354154586792,0.42361652851104736,-0.32438111305236816,0.5954201221466064,0.0,183.2263946533203,21,1.0,0.5954201221466064
106,Weaponization Czar Ed Martin Sidelined For Weaponizing His Position - Sounds about right.,Weaponization czar ed martin is punished for weaponizing his position.,irony,1,1,1,1,0,1,1,0,0.017531633377075195,0,-0.033734261989593506,1,0.17419570684432983,0,0.9352667927742004,0.9177351593971252,0.017531633377075195,0.8158488869667053,0.015635220893785457,351.3912658691406,12,0.9230769230769231,0.8030929094030319
107,"""My cat isn't cute,"" says 100% of respondents; complaints erupt, yet smartphones are filled with photos.","""my cat is not cute,"" says 100% of respondents",irony,1,1,1,1,1,0,0,0,0.020055711269378662,0,-0.24949389696121216,0,0.0044969916343688965,0,0.8027029037475586,0.7826471924781799,0.020055711269378662,0.6896634697914124,0.1449940797526609,192.15460205078125,12,0.75,0.5896663496499794
108,Trump’s Cook Case Looks Cooked,trump's cook case looks cooked.,sarcasm,0,0,0,0,0,1,0,0,-0.09635031223297119,0,0.0015430450439453125,0,-0.07742232084274292,0,0.6621236205101013,0.7584739327430725,-0.09635031223297119,0.9884494543075562,0.0,2837.443603515625,5,1.0,0.9884494543075562
109,"CBP facility codes sure seem to have leaked, now conveniently available as flashcards for all to memorise",CBP facility codes are now available as flashcards for all to memorise.,sarcasm,1,1,1,1,0,1,1,0,0.06635832786560059,1,0.5870869159698486,0,0.01631253957748413,0,0.8248705267906189,0.7585121989250183,0.06635832786560059,0.8813700675964355,0.3594489178573908,250.80406188964844,7,0.4117647058823529,0.5645625505670014
110,"No recession but inflation hike and increased cost-of-living pressure on the way, Jim Chalmers says, which is totally not concerning",no recession but an inflation hike and increased cost-of-living pressure,understatement,1,1,1,1,1,0,0,0,-0.3188815116882324,0,0.005290627479553223,1,0.05309575796127319,0,0.256017804145813,0.5748993158340454,-0.3188815116882324,0.7724973559379578,0.2138964145957684,86.58118438720703,13,0.65,0.6072629412181174
111,Torts Professor Who Botched COVID Prediction Suddenly Expert On Birthright Citizenship,A torts professor who botched COVID prediction is an expert on birthright citizenship.,sarcasm,0,0,0,0,0,1,0,0,-0.08750015497207642,1,0.785474419593811,0,-0.0542454719543457,0,0.8526902198791504,0.9401903748512268,-0.08750015497207642,0.942463755607605,0.01553712569276035,705.3043823242188,12,0.9230769230769231,0.9278205777758587
112,"Trump proposes drastic NASA cuts as Astronauts head for the moon, well it is not like they need it right?",trump proposes severe nasa cuts as Astronauts head for the moon.,rhetorical_question,1,1,1,1,0,1,1,0,-0.15229332447052002,0,0.010401666164398193,0,0.1311236023902893,0,0.7550517916679382,0.9073451161384583,-0.15229332447052002,0.9178959131240845,0.2117381812675724,401.60137939453125,13,0.65,0.7235423018862532
113,"Trump Continues To Use Pop Culture Memes Without Permission, This Time With A 3rd Term Easter Egg - It May As Well Be Terminal","trump continues to use pop culture memes without Permission, this time with a 3rd term Easter egg.",overstatement,1,1,1,1,0,1,1,0,-0.31809335947036743,0,-0.07599461078643799,0,0.05988740921020508,0,0.5805660486221313,0.8986594080924988,-0.31809335947036743,0.9378489851951599,0.010028965201053463,130.77183532714844,21,0.875,0.9284433303587943
114,"Lick around and find out, Teen realised there may be consequences to his actions as he is being led away by the police for allegedly licking iJooz straw and putting it back in vending machine",Teen realized there were consequences to his actions as he was led away by police for licking an iJooz straw and putting it back in a vending machine.,understatement,1,1,1,1,0,1,1,0,-0.34532439708709717,0,0.4353114366531372,0,-0.016881167888641357,0,0.31263744831085205,0.6579618453979492,-0.34532439708709717,0.8886170387268066,0.3564345385705132,64.00714111328125,15,0.42857142857142855,0.5718832345623215
115,Man consult woman's cat on permission on the very simple and insignificant act of marrying her,A man consulted his cat on permission on marrying her.,irony,1,1,1,1,0,1,1,0,-0.10927969217300415,1,0.9167919158935547,0,0.16296452283859253,0,0.4369090795516968,0.5461887717247009,-0.10927969217300415,0.879236102104187,0.15243896465019202,870.0580444335938,12,0.75,0.7452062610163542
116,Ho ho oh no no no! Law Firm Sent Out Fake Christmas Vouchers. Staff Want To Ram Coal Up Leadership’s Chimneys.,law firm sent out fake christmas vouchers.,sarcasm,1,1,1,1,1,0,0,0,-0.4847128987312317,0,-0.08887356519699097,0,0.20573192834854126,0,0.4661044478416443,0.950817346572876,-0.4847128987312317,0.7767710089683533,0.0,568.8750610351562,21,1.0,0.7767710089683533
117,Want digital sovereignty? That'll be 1% of your GDP into AI infrastructure please,want digital sovereignty?,sarcasm,0,0,0,0,1,0,0,1,0.22169238328933716,0,0.005915522575378418,1,0.2060871720314026,1,0.5948675274848938,0.37317514419555664,0.22169238328933716,0.7673081159591675,0.008571787840254537,3046.790283203125,11,0.8461538461538461,0.76073091358106
118,Artemis astronauts to study the Moon’s surface using mainly their eyes,Artemis astronauts will study the moon’s surface using their eyes.,understatement,0,0,0,0,0,1,0,0,-0.06883126497268677,0,0.45193010568618774,0,0.017253756523132324,0,0.6261816024780273,0.6950128674507141,-0.06883126497268677,0.9699534177780151,0.0726972096174592,504.94049072265625,4,0.36363636363636365,0.8994405108466358
119,"Polymarket apologizes for allowing wagers on fate of U.S. pilots downed in Iran, say it may have been a tad insensitive",Polymarket apologized for allowing wagers on the fate of U.S. pilots downed in Iran.,understatement,1,1,1,1,0,1,1,0,-0.3275514841079712,0,0.04288148880004883,0,-0.09907150268554688,0,0.5069752931594849,0.834526777267456,-0.3275514841079712,0.9097994565963745,0.33026679178022084,84.1591567993164,11,0.5238095238095238,0.6093229089029015
120,Ubisoft Stepping Away from Video Games to Focus On Laying Employees Off,Ubisoft is stepping away from video games to focus on laying employees off.,irony,0,0,0,0,0,1,0,0,-0.14329200983047485,1,0.7402231097221375,0,0.025507807731628418,0,0.7742222547531128,0.9175142645835876,-0.14329200983047485,0.9240868091583252,0.020448007360218394,70.46666717529297,10,0.7692307692307693,0.9051910752831751
121,Trump Calls for Boycotting Every Springsteen Song Except the One That Goes “Hey Little Girl Is Your Daddy Home?”,trump called for boycotting every springsteen song except the one that goes “Hey Little Girl Is Your Daddy Home.”,satire,0,0,0,0,0,1,0,0,-0.3508501648902893,1,0.24378752708435059,0,0.18157070875167847,0,0.2533162832260132,0.6041664481163025,-0.3508501648902893,0.9880412220954895,0.2680165156355778,268.026123046875,11,0.5789473684210527,0.7232298564451383
122,Traffic disruption in Chinese city amdist a mass robotaxi malfunction is a only a mild inconvenice for introverts compared to risks of a talkative driver,traffic disruption in Chinese city amdist caused by robotaxi malfunction.,understatement,1,1,1,1,0,1,1,0,0.1180083155632019,0,-0.009101390838623047,0,0.0005165934562683105,0,0.8523499965667725,0.7343416810035706,0.1180083155632019,0.7996913194656372,0.09173630978141616,1306.8070068359375,19,0.76,0.7263305888536281
123,To BSOD or not to BSOD? Only Microsoft knows the answer,to BSOD or not to BSOD,sarcasm,0,0,0,0,0,1,0,0,0.004744231700897217,0,-0.4608745574951172,1,0.17111927270889282,0,0.04861658811569214,0.04387235641479492,0.004744231700897217,0.8512864112854004,0.22083358203177395,154.8629608154297,7,0.6363636363636364,0.6632937837462715
124,Is a Cambodia's new statue enough to honour the rats that died clearing mines for the country?,cambodia unveils a new statue to honor rats that died clearing mines for the country.,rhetorical_question,1,1,1,1,0,1,1,0,-0.7240579128265381,0,0.0032042860984802246,0,-0.02408391237258911,0,0.1914384365081787,0.9154963493347168,-0.7240579128265381,0.9140338897705078,0.40751000519650676,119.57691955566406,7,0.4117647058823529,0.5415559346003448
125,Even Microsoft knows Copilot shouldn't be trusted with anything important,Microsoft believes Copilot is not trusted with important data.,sarcasm,1,1,1,1,0,1,1,1,0.29544079303741455,0,0.026957929134368896,1,0.0674278736114502,1,0.6713523268699646,0.37591153383255005,0.29544079303741455,0.8963882327079773,0.05706135914957148,195.33543395996094,6,0.6,0.8452391018239778
126,"Are injectable peptides really the fountain of youth they are touted to be, given the lack of scientific evidence so far?",injectable peptides,rhetorical_question,0,0,0,0,1,0,0,0,-0.6721898317337036,0,-0.26524657011032104,1,0.21131610870361328,0,0.1675066351890564,0.83969646692276,-0.6721898317337036,0.6735109090805054,2.3670226947659947e-05,231.32704162597656,19,0.9047619047619048,0.6734949669244357
127,Is a recycling centre really the best place you can find for a 5-year-old B.C. boy's birthday?,a recycling centre is the best place for a 5-year-old B.C. boy's birthday.,rhetorical_question,0,0,0,0,0,1,0,0,-0.8393877744674683,0,0.0007916092872619629,0,-0.09630638360977173,0,0.10356080532073975,0.942948579788208,-0.8393877744674683,0.9470858573913574,0.34983420942373533,26.297950744628906,6,0.35294117647058826,0.6157628252144514
128,"Supreme Court Hacked, Proving Its Cybersecurity Is As Robust As Its Ethical Code",supreme court was hacked,sarcasm,1,1,1,1,1,0,0,0,0.12793099880218506,0,-0.15141278505325317,1,0.44619518518447876,0,0.9462276697158813,0.8182966709136963,0.12793099880218506,0.7416777610778809,0.0,552.6173706054688,13,1.0,0.7416777610778809
129,Judge With Overinflated View Of His Intelligence Blasts Judges For ‘Overinflated View Of Their Intelligence’,Judge with overinflated view of his intelligence criticized judges for their intelligence.,irony,0,0,0,0,0,1,0,0,-0.38591015338897705,1,0.4007664918899536,0,-0.05498474836349487,0,0.5113738179206848,0.8972839713096619,-0.38591015338897705,0.9018406271934509,0.013265458624314393,185.3870849609375,14,0.9333333333333333,0.8898772976676904
130,Does burying burnt wood after wildfires really help the climate?,fire burned burnt wood,rhetorical_question,0,0,0,0,1,0,0,0,0.13951003551483154,0,-0.433391809463501,1,0.1777881383895874,0,0.329833984375,0.19032394886016846,0.13951003551483154,0.6159579753875732,0.03791080144520064,4446.20849609375,8,0.8,0.5926065148840671
131,You are telling me fish really make such a big return just because a historical hydro dam was removed in N.B.?,you are telling me fish make a big return because a historical hydro dam was removed in N.B.,rhetorical_question,0,0,0,0,0,1,0,0,-0.0952908992767334,0,0.006769299507141113,0,-0.003950178623199463,0,0.799429178237915,0.8947200775146484,-0.0952908992767334,0.9756414890289307,0.5188695281114806,239.7937774658203,5,0.23809523809523808,0.46941085001050714
132,Yukon man grows pineapple at home — and it only took 9 years,Yukon man grew pineapple at home for 9 years.,understatement,1,1,1,1,0,1,1,0,0.14368033409118652,0,-0.1086266040802002,0,-0.0052471160888671875,0,0.698188304901123,0.5545079708099365,0.14368033409118652,0.9388346672058105,0.10015045110931887,307.1705627441406,7,0.5384615384615384,0.8448099517680814
133,Abortion Pill Ban Aborted In Wyoming,Abortion pill ban was aborted in Wyoming.,irony,0,0,0,0,0,1,0,0,-0.16747528314590454,0,0.009845614433288574,0,0.05402427911758423,0,0.6334664225578308,0.8009417057037354,-0.16747528314590454,0.9390923976898193,0.033031643180138064,528.24658203125,6,0.8571428571428571,0.9080726326961489
134,"Houston, we've got a plumbing problem: Artemis II toilet is still on the fritz","houston, we have a plumbing problem",irony,0,0,0,0,1,0,0,0,-0.1973019242286682,0,-0.00010782480239868164,1,0.1659289002418518,0,0.0860128402709961,0.2833147644996643,-0.1973019242286682,0.6613057851791382,0.022757395885402106,262.4350280761719,12,0.8571428571428571,0.6462561876245099
135,Another National Security Concern!,hillary clinton,sarcasm,0,0,0,0,1,0,0,1,0.5318291783332825,0,-0.005852460861206055,0,0.014480173587799072,1,0.9097023010253906,0.37787312269210815,0.5318291783332825,0.14329539239406586,0.0,155.70350646972656,4,1.0,0.14329539239406586
136,Google Built Its Empire Scraping The Web. Now It’s Suing To Stop Others From Scraping Google.,google built its empire,irony,1,1,1,1,1,0,0,0,-0.2011260986328125,0,-0.005045711994171143,1,0.30312246084213257,0,0.7463833093643188,0.9475094079971313,-0.2011260986328125,0.6723945140838623,0.0,3342.93994140625,16,1.0,0.6723945140838623
137,Decade-old rule lake operators are definitely aware of comes back to bite them as it resurfaces,Decade-old rule lake operators are definitely aware of comes back to bite them as it resurfaces,sarcasm,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.8302233815193176,0.8302233815193176,0.0,1.0,1.0,166.9105224609375,0,0.0,0.0
138,"When women are driven from public life, that’s great for democracy, right?",when women are driven from public life,rhetorical_question,1,1,1,1,1,0,0,0,0.013299703598022461,0,-0.00019031763076782227,1,0.2442123293876648,0,0.9839795827865601,0.9706798791885376,0.013299703598022461,0.7517809271812439,0.30096441267171586,90.95106506347656,7,0.5833333333333334,0.5255216219743428
139,Trump AI Regulation Order Hallucinates More Fake Law Than Any AI,trump AI regulation order Hallucinates more law than AI.,irony,0,0,0,0,0,1,0,0,-0.04700523614883423,0,0.12482064962387085,0,0.04172158241271973,0,0.9148911833763123,0.9618964195251465,-0.04700523614883423,0.9359093308448792,0.022835060540062107,1816.8507080078125,9,0.8181818181818182,0.9145377846150273
140,Techie fooled a panicked daemon and manipulated time itself to get servers in sync,Techie fooled a panicked daemon and manipulated time itself to get servers in sync.,overstatement,0,0,0,0,0,1,0,0,0.004101872444152832,0,0.002171933650970459,0,0.013652622699737549,0,0.8217301964759827,0.8176283240318298,0.004101872444152832,0.9456727504730225,0.9193227152249185,652.2206420898438,1,0.07142857142857142,0.07629430979394664
