id,input,output,subtype,human_sarcasm_removed_1,human_sarcasm_removed_2,human_flipped_strict,human_flipped_lenient,meaning_change,human_meaning_preserved,human_strict_success,hard_flipped_roberta_twitter,flip_delta_roberta_twitter,hard_flipped_bert_kaggle,flip_delta_bert_kaggle,hard_flipped_roberta_news,flip_delta_roberta_news,hard_flipped,flip_delta,similarity,bleu,perplexity,edit_dist_norm,paraphrase_score,is_surface_edit,error_type,clf_correct
72,"In one month of war, oil production has plunged, to no one's surprise",oil production has plunged in a month after israel's syrian war ended,sarcasm,1,1,1,1,1,0,0,0,0.0088775753974914,0,0.0004553794860839,0,-0.0083672404289245,0,0.0088775753974914,0.6381361484527588,0.0833445449538812,256.8861999511719,1.0,0.5849509815413412,False,FN,0
73,"Why We All Keep Nostalgically Yearning for 2016, for Some Mysterious Reason",why we keep nostalgically yearning for 2016,sarcasm,1,1,1,1,0,1,1,0,-0.1860719919204712,0,0.0013046860694885,0,0.0681977868080139,0,-0.1860719919204712,0.9690154790878296,0.0161703654202979,235.36192321777344,0.9166666666666666,0.9533461446930545,False,FN,0
74,"Transmission network already threatened by climate hazards, data shows, of course","transmission network already threatened by climate hazards, new data shows",sarcasm,0,1,0,1,0,1,0,0,0.2641595602035522,1,0.1984439492225647,0,0.0139087438583374,0,0.2641595602035522,0.9782901406288148,0.4861555413051454,388.65228271484375,0.4545454545454545,0.5026889677579265,False,TN,1
75,How to Tell Whether Your Beach Is Actually Safe to Swim In (Without Learning the Hard Way),how to tell if your beach is safe to swim in,sarcasm,1,1,1,1,0,1,1,0,-0.1394880414009094,0,-0.0002296566963195,1,0.193372905254364,0,-0.1394880414009094,0.9340119957923888,0.0129923677346776,25.66627311706543,0.8823529411764706,0.921876968474454,False,FN,0
76,Forestry industry still unsure if it's included in national fuel plan,forestry industry still uncertain about inclusion in national fuel plan,irony,0,0,0,0,0,1,0,0,-0.1047527194023132,0,0.0146805644035339,0,0.0124515891075134,0,-0.1047527194023132,0.9123749136924744,0.2826657746622342,1004.9053344726562,0.4545454545454545,0.6544777519312021,False,TN,1
77,"Marine carbon dioxide removal is a big idea - and with big hurdles, of course",marine carbon dioxide removal is a big idea,sarcasm,1,1,1,1,1,0,0,0,-0.048332393169403,0,-0.0006653070449829,1,0.1829429864883422,0,-0.048332393169403,0.9715445637702942,0.3505377780030811,193.32318115234372,0.5333333333333333,0.6309814911552825,False,FN,0
78,"Anxious, desensitised: How else do teens learn about news now?","anxious, desensitized teens: what they need to know now",rhetorical_question,0,0,0,0,1,0,0,0,-0.4534426927566528,1,0.6049546599388123,0,-0.0036351084709167,0,-0.4534426927566528,0.7354097366333008,0.0,93.159423828125,1.0,0.7354097366333008,False,TN,1
79,Analysts say (again) social media giants need to feel global pressure,analysts say social media giants need to feel pressure from global pressure,sarcasm,1,1,1,1,0,1,1,0,0.0065197348594665,0,-0.2882654666900635,0,-0.0330621600151062,0,0.0065197348594665,0.982851505279541,0.4832697830906221,233.62657165527344,0.3333333333333333,0.5078690715128058,False,FN,0
80,Can scientists really resurrect the dodo? Inside another company that says it can,can scientists resurrect the dodo?,sarcasm,1,1,1,1,1,0,0,1,0.5875309109687805,0,0.0071979761123657,1,0.2133727669715881,1,0.5875309109687805,0.928417444229126,0.0610005172281049,547.4361572265625,0.6923076923076923,0.871783499927554,False,TP,1
81,Somaliland called for extradition of Ilhan Omar: Another minor false report,somalia calls for extradition of ilhan omar,understatement,1,1,1,1,1,0,0,0,-0.010242223739624,0,-0.0169280767440795,0,0.100257396697998,0,-0.010242223739624,0.8972545862197876,0.0923208332741966,779.2128295898438,0.7272727272727273,0.8144192951608823,False,FN,0
82,"Including online games in social media bans is definitely workable, necessary and would benefit young people",introducing online games to social media bans is a good idea,satire,0,0,0,0,0,1,0,0,-0.0217700600624084,0,0.0004749298095703,0,0.0451326966285705,0,-0.0217700600624084,0.8634096384048462,0.1771015781757256,96.38180541992188,0.625,0.7104984288312153,False,TN,1
83,Vibe coded applications full of non-vibey security blunders because of course it is.,vibe coded applications are full of nonvibey security blunders,irony,1,0,0,1,0,1,0,0,0.0417997241020202,1,0.6317088603973389,0,0.0100882053375244,0,0.0417997241020202,0.9419271945953368,0.0563187373952256,940.4440307617188,0.6153846153846154,0.8888790442775005,False,TN,1
84,America’s Finest Minds Rally Around Trump’s War—Guess It’s On the Rest of Us to Provide the Shame,america’s Finest Minds rally around trump's war,sarcasm,0,0,0,0,0,1,0,0,-0.3040735125541687,0,0.0210583209991455,0,0.1183642745018005,0,-0.3040735125541687,0.8274024128913879,0.0167404446375974,760.1486206054688,0.8823529411764706,0.813551328605365,False,TN,1
85,Donald Trump delivers his daily scheduled ‘sleazebag’ comment about Leonard Leo,donald trump delivers 'sleazebag' comment about leonard leopold leopold,sarcasm,1,1,1,1,0,1,1,0,0.1545602083206176,0,0.034422218799591,0,0.1628996133804321,0,0.1545602083206176,0.5470330119132996,0.044939163285563,93.07390594482422,0.8181818181818182,0.5224498060683345,False,FN,0
86,Trump Sues IRS For $10B Over Leak Of His Glorious Tax Returns,donald trump sued irs for $10 billion over leak of tax returns,sarcasm,1,1,1,1,0,1,1,0,-0.0209680199623107,0,0.1966785192489624,0,0.0114416480064392,0,-0.0209680199623107,0.92393559217453,0.0,177.4813232421875,1.0,0.92393559217453,False,FN,0
87,"Come on kids, let's go play in the abandoned nuclear power station","come on kids, let's play in the abandoned nuclear power station",understatement,0,0,0,0,0,1,0,0,-0.2042807340621948,0,0.0019725561141967,0,0.0103576779365539,0,-0.2042807340621948,0.9938838481903076,0.6407117598241614,84.8883285522461,0.1666666666666666,0.3570907787554859,False,TN,1
88,"Error' causes Alexa to endorse Kamala Harris, refuse to discuss Trump","'error' causes alexa to endorse kamala harris, refuses to discuss donald trump",sarcasm,0,0,0,0,0,1,0,0,-0.0079890489578247,0,0.0088931918144226,0,0.0569795370101928,0,-0.0079890489578247,0.9826127290725708,0.0538636636883186,353.5678405761719,0.5833333333333334,0.9296856074979448,False,TN,1
89,Mobile ad world drama: AppLovin not lovin' short seller assault claiming fraud,mobile ad world drama: applovin' not lovin' short seller assaults claiming fraud,sarcasm,0,0,0,0,0,1,0,0,0.0501035451889038,0,0.0615798830986022,0,0.0127930045127868,0,0.0501035451889038,0.94757342338562,0.3417233407659307,3433.713134765625,0.25,0.6237654675252762,False,TN,1
90,"God didn't have a plan for Gelsinger at Intel. Maybe there is one for his new gig, Gloo",god didn't have a plan for george gelsinger at intel,sarcasm,0,0,0,0,0,1,0,0,-0.063632845878601,0,-0.216747760772705,0,0.0806249976158142,0,-0.063632845878601,0.8455798625946045,0.1847342421956771,318.75,0.7222222222222222,0.6893723074622654,False,TN,1
91,"Please sir, may we have some Moore? Doesn't look that way","please sir, may we have some moore?",irony,0,0,0,0,1,0,0,0,0.0130051970481872,0,0.0553144216537475,1,0.1924539804458618,0,0.0130051970481872,0.9307663440704346,0.347182011167257,127.03085327148438,0.5454545454545454,0.607621012809266,False,TN,1
92,Teens maintained a mainframe and it went about as well as you'd imagine,teens maintained mainframe and it worked as well as expected,sarcasm,0,1,0,1,0,1,0,0,0.1001762151718139,0,-0.0311625599861145,1,0.1485331654548645,0,0.1001762151718139,0.8877224922180176,0.135254283492739,180.1436767578125,0.4615384615384615,0.767654222592681,False,TN,1
93,"World’s Deadliest Sharks Only One-Third As Deadly To Minnesotans In 2026 As ICE, Trump’s Stupid War",world’s deadliest sharks are only one-third as deadly to minnesotans in 2026 as ice and trump,sarcasm,1,1,1,1,0,1,1,0,-0.0650126338005065,1,0.7469021677970886,0,0.1073992252349853,0,-0.0650126338005065,0.9504525661468506,0.0123006862884637,295.95123291015625,1.0,0.9387613472986128,False,FN,0
94,"A male doctor at a women’s health conference says heat exhaustion affects women no differently, what could possibly go wrong?",a male doctor at a women's health conference says heat exhaustion affects women no differently,rhetorical_question,1,1,1,1,0,1,1,0,-0.6101541519165039,0,0.0006011724472045,0,0.0465148091316223,0,-0.6101541519165039,0.9533287286758424,0.4639859397849545,140.95147705078125,0.4,0.5109976025771857,False,FN,0
95,Hate To Say I Told You So Again: Your Chats Ain’t Private,hate to say i told you so again,sarcasm,0,0,0,0,1,0,0,0,-0.1601178050041198,0,-0.03693687915802,1,0.2648978233337402,0,-0.1601178050041198,0.3999539017677307,0.0,124.11600494384766,1.0,0.3999539017677307,False,TN,1
96,"$400m White House Ballroom Project is absolutely critical to nation security and halting it will severly risk national security, Trump Officials say","$400 million white house ballroom project is critical to nation security, trump officials say",overstatement,0,1,0,1,0,1,0,0,-0.2531945705413818,0,0.0024738311767578,0,-0.0058690309524536,0,-0.2531945705413818,0.9372376203536988,0.0474750801206775,409.9184875488281,0.7727272727272727,0.8927421892352937,False,TN,1
97,Disciples Wondering What Jesus Could Have Possibly Meant By 'They Will Kill Me And In Three Days I Will Rise From The Dead',disciples wonder what jesus could have meant by 'they will kill me and in three days i will rise from the dead',irony,0,1,0,1,0,1,0,0,-0.0033839344978332,0,0.1903740167617797,1,0.1405580043792724,0,-0.0033839344978332,0.9902883768081664,0.0,64.88348388671875,1.0,0.9902883768081664,False,TN,1
98,Oops. VMware admits it over-specced storage servers for years,VMware admits it over-specced storage servers for years,irony,1,1,1,1,0,1,1,0,0.0512082576751709,0,-0.0857870578765869,0,0.0563048720359802,0,0.0512082576751709,0.9743881821632384,0.8824969025845955,365.5076293945313,0.1111111111111111,0.1144936294891459,False,FN,0
99,Is it wrong for a Waitrose employee to stop a shoplifter from stealing Easter eggs? plot twist he got fired,waitrose employee fired after stealing Easter eggs from shoplifter,rhetorical_question,1,1,1,1,1,0,0,0,-0.0951787233352661,0,-0.2564150691032409,0,-0.0731502175331115,0,-0.0951787233352661,0.8925622701644897,0.0196602030598703,224.5769500732422,0.85,0.875014314689477,False,FN,0
100,Grok told to cover up as UK weighs action over AI 'undressing',grok told to cover up as uk weighs action over AI 'undressing',irony,0,0,0,0,0,1,0,0,-0.0386899709701538,0,0.0,0,0.093508243560791,0,-0.0386899709701538,1.0,0.6340466277046861,777.6089477539062,0.1666666666666666,0.3659533722953139,True,TN,1
101,"Sorry Dave, I’m afraid I can’t do that! PCs refuse to shut down after Microsoft patch","sorry dave, sorry, i can't do that",sarcasm,0,0,0,0,1,0,0,0,-0.0354702472686767,0,-0.1663762331008911,1,0.0898017287254333,0,-0.0354702472686767,0.4362783133983612,0.0091316983923298,44.313941955566406,0.9375,0.432294351425293,False,TN,1
102,"Another week, another emergency patch as Cisco plugs Unified Comms zero-day","another week, another emergency patch as cisco plugs unified communications zero-day",sarcasm,0,0,0,0,0,1,0,0,0.0131974220275878,0,0.0176759362220764,0,-0.045682668685913,0,0.0131974220275878,0.929290771484375,0.3816330911371337,1464.4083251953125,0.3636363636363636,0.5746426617975812,False,TN,1
103,"AI security startup CEO posts a job. Deepfake candidate applies, inner turmoil ensues",AI security startup CEO posts job for deepfake candidate in california,irony,1,1,1,1,1,0,0,0,-0.2857092618942261,0,-0.0179461240768432,0,-0.0181853175163269,0,-0.2857092618942261,0.8953801393508911,0.3061587630360045,2074.45458984375,0.5384615384615384,0.6212516634402169,False,FN,0
104,"Anthropic’s Legal Plug In: Hate to Say We Told You So, But We Told You So","anthropic's legal plug in: hate to say we told you so, but we told you so",sarcasm,0,0,0,0,0,1,0,0,-0.548064112663269,0,0.015526533126831,0,-0.0013368129730224,0,-0.548064112663269,0.99779611825943,0.0123006862884637,108.4024429321289,0.9375,0.9855225412288736,True,TN,1
105,How Many Security Issues Is ‘Too Many’? OpenClaw Users About to Find Out as They Brace For Another High Severity CVE,how many security issues are too many for openlaw users?,rhetorical_question,0,0,0,0,1,0,0,0,0.0451804995536804,0,0.4015378355979919,0,0.0118563771247863,0,0.0451804995536804,0.6221410036087036,0.0,301.6705017089844,1.0,0.6221410036087036,False,TN,1
106,Weaponization Czar Ed Martin Sidelined For Weaponizing His Position - Sounds about right.,weaponsization czar ed martin sidelined for weaponizing his position,irony,1,1,1,1,0,1,1,0,-0.0003116726875305,0,-0.4513638019561767,0,0.0087400078773498,0,-0.0003116726875305,0.9449642300605774,0.0,752.4420166015625,1.0,0.9449642300605774,False,FN,0
107,"""My cat isn't cute,"" says 100% of respondents; complaints erupt, yet smartphones are filled with photos.","""my cat isn't cute,"" says 100% of survey respondents",irony,1,1,1,1,1,0,0,0,-0.0696521401405334,0,-0.447212278842926,0,-0.0315301418304443,0,-0.0696521401405334,0.693584680557251,0.2698643903177272,179.09104919433594,0.625,0.506410873604953,False,FN,0
108,Trump’s Cook Case Looks Cooked,donald trump's cook case looks like it was cooked,sarcasm,0,0,0,0,0,1,0,0,-0.1066368222236633,0,0.0076114535331726,0,0.0834105610847473,0,-0.1066368222236633,0.9562481641769408,0.0,510.4615783691406,1.0,0.9562481641769408,False,TN,1
109,"CBP facility codes sure seem to have leaked, now conveniently available as flashcards for all to memorise",cbp facility codes are now available as flashcards for all to memorize,sarcasm,1,1,1,1,1,0,0,0,0.110912024974823,1,0.5249024033546448,0,0.0725280046463012,0,0.110912024974823,0.8953233957290649,0.3185910763614934,306.683349609375,0.4705882352941176,0.6100813513921148,False,FN,0
110,"No recession but inflation hike and increased cost-of-living pressure on the way, Jim Chalmers says, which is totally not concerning",jim chalkers: no recession but inflation hike and increased cost-of-living pressure on the way,understatement,1,1,1,1,0,1,1,0,-0.3115963339805603,0,0.0030971765518188,0,0.0065125823020935,0,-0.3115963339805603,0.681158185005188,0.4408796952137171,254.27780151367188,0.6,0.380849372007772,False,FN,0
111,Torts Professor Who Botched COVID Prediction Suddenly Expert On Birthright Citizenship,Torts professor who botched COVID prediction becomes expert on birthright citizenship,sarcasm,0,0,0,0,0,1,0,0,-0.0670574307441711,1,0.507915198802948,0,-0.0112113952636718,0,-0.0670574307441711,0.9854530692100524,0.0224169335019223,3326.4443359375,0.8181818181818182,0.9633622332883056,False,TN,1
112,"Trump proposes drastic NASA cuts as Astronauts head for the moon, well it is not like they need it right?",donald trump proposes drastic cuts to nasa as astronauts head for moon,rhetorical_question,1,1,1,1,0,1,1,0,-0.1439051032066345,0,0.0058645009994506,0,0.0664054155349731,0,-0.1439051032066345,0.8924237489700317,0.0289441997543289,532.553466796875,0.85,0.866593257714336,False,FN,0
113,"Trump Continues To Use Pop Culture Memes Without Permission, This Time With A 3rd Term Easter Egg - It May As Well Be Terminal","donald trump continues to use pop culture memes without permission, this time with a 3rd term Easter egg",overstatement,1,1,1,1,0,1,1,0,-0.347100555896759,0,0.0823279619216919,0,0.0193807482719421,0,-0.347100555896759,0.9278902411460876,0.0092046971608004,141.2622833251953,0.9583333333333334,0.919349292477876,False,FN,0
114,"Lick around and find out, Teen realised there may be consequences to his actions as he is being led away by the police for allegedly licking iJooz straw and putting it back in vending machine",teen allegedly licking ijooz straw and putting it back in vending machine,understatement,1,1,1,1,1,0,0,0,-0.1507319211959839,0,0.3307167291641235,0,-0.0251424908638,0,-0.1507319211959839,0.8544166088104248,0.0986168084495012,684.1470947265625,0.7142857142857143,0.7701567697632947,False,FN,0
115,Man consult woman's cat on permission on the very simple and insignificant act of marrying her,man consults woman's cat for permission to marry her,irony,1,1,1,1,0,1,1,0,-0.3016512393951416,0,0.3918115496635437,0,0.0629379153251648,0,-0.3016512393951416,0.9033098220825196,0.027706709682397,224.59901428222656,0.75,0.8782820790888215,False,FN,0
116,Ho ho oh no no no! Law Firm Sent Out Fake Christmas Vouchers. Staff Want To Ram Coal Up Leadership’s Chimneys.,ho ho ho oh no no no! law firm sent out fake christmas vouchers,sarcasm,0,0,0,0,0,1,0,0,-0.3700651526451111,0,-0.4050855636596679,0,0.1052175760269165,0,-0.3700651526451111,0.8281534910202026,0.1612451797590356,354.3498229980469,0.8095238095238095,0.6946177324925772,False,TN,1
117,Want digital sovereignty? That'll be 1% of your GDP into AI infrastructure please,want digital sovereignty? 1% of your GDP will go to AI infrastructure,sarcasm,1,1,1,1,0,1,1,0,-0.2729875445365906,0,0.0057694911956787,0,0.008271038532257,0,-0.2729875445365906,0.983193576335907,0.263558592604558,159.0135955810547,0.5384615384615384,0.7240644610989733,False,FN,0
118,Artemis astronauts to study the Moon’s surface using mainly their eyes,artemis astronauts to study lunar surface using mainly their eyes,understatement,0,0,0,0,0,1,0,0,-0.1883962750434875,0,-0.2767334580421448,1,0.1134387254714965,0,-0.1883962750434875,0.9851215481758118,0.475385273256774,1281.103515625,0.2727272727272727,0.5168092718051172,False,TN,1
119,"Polymarket apologizes for allowing wagers on fate of U.S. pilots downed in Iran, say it may have been a tad insensitive",polymarket apologizes for allowing wagers on fate of u.s. pilots downed in iran,understatement,1,1,1,1,0,1,1,0,-0.370854914188385,0,-0.3122357130050659,0,0.0241751670837402,0,-0.370854914188385,0.9408336281776428,0.3125631993322981,332.1460876464844,0.5238095238095238,0.646763659315025,False,FN,0
120,Ubisoft Stepping Away from Video Games to Focus On Laying Employees Off,ubisoft steps away from video games to focus on layoffs,irony,0,0,0,0,0,1,0,0,-0.1241011023521423,1,0.3182324171066284,0,0.0924782156944274,0,-0.1241011023521423,0.8598911762237549,0.0205490130723019,194.41558837890625,0.8333333333333334,0.8422212612027759,False,TN,1
121,Trump Calls for Boycotting Every Springsteen Song Except the One That Goes “Hey Little Girl Is Your Daddy Home?”,donald trump calls for boycotting all Springsteen songs except the one that goes 'hey little girl is your dad home',satire,0,0,0,0,0,1,0,0,-0.1779524087905883,1,0.3291186094284057,0,0.0800468325614929,0,-0.1779524087905883,0.9626652002334596,0.0126737185368308,121.6628646850586,0.85,0.9504646524404988,False,TN,1
122,Traffic disruption in Chinese city amdist a mass robotaxi malfunction is a only a mild inconvenice for introverts compared to risks of a talkative driver,traffic disruption in chinese city amid mass robotaxi malfunction,understatement,1,1,1,1,1,0,0,0,-0.0048706531524658,0,-0.0105157494544982,0,-0.0005925297737121,0,-0.0048706531524658,0.7848596572875977,0.0263993722934154,3729.02734375,0.76,0.7641398549967798,False,FN,0
123,To BSOD or not to BSOD? Only Microsoft knows the answer,to bsod or not to bsod?,sarcasm,0,0,0,0,0,1,0,0,0.0244564414024353,0,-0.0853333473205566,1,0.2025919556617736,0,0.0244564414024353,0.8494898080825806,0.0878112418593235,88.53854370117188,0.7272727272727273,0.7748950530880108,False,TN,1
124,Is a Cambodia's new statue enough to honour the rats that died clearing mines for the country?,is a new cambodge statue enough to honour the rat killed clearing mines?,rhetorical_question,0,0,0,0,1,0,0,0,0.0975285172462463,0,0.0042309761047363,0,0.030518889427185,0,0.0975285172462463,0.7302600145339966,0.2390930295169741,2020.9910888671875,0.5882352941176471,0.5556599353239537,False,TN,1
125,Even Microsoft knows Copilot shouldn't be trusted with anything important,even microsoft knows copilot shouldn't be trusted with anything important,sarcasm,0,0,0,0,0,1,0,0,-0.137970745563507,0,0.0,0,0.0060166120529174,0,-0.137970745563507,0.9999998807907104,0.537284965911771,348.2601013183594,0.3,0.4627149789282985,True,TN,1
126,"Are injectable peptides really the fountain of youth they are touted to be, given the lack of scientific evidence so far?",injectable peptides really the fountain of youth they are touted to be,rhetorical_question,0,0,0,0,1,0,0,0,-0.7969669103622437,0,-0.8052259087562561,0,0.008656620979309,0,-0.7969669103622437,0.9330848455429076,0.4268313634950563,113.43751525878906,0.4761904761904761,0.5348149686632545,False,TN,1
127,Is a recycling centre really the best place you can find for a 5-year-old B.C. boy's birthday?,a recycling centre is the best place to find for a 5-year-old b.c. boy's birthday,rhetorical_question,0,0,0,0,1,0,0,0,-0.8151851296424866,0,0.0003121495246887,0,-0.0368932485580444,0,-0.8151851296424866,0.9476147890090942,0.2725183651560552,41.28429412841797,0.3529411764705882,0.6893723559106357,False,TN,1
128,"Supreme Court Hacked, Proving Its Cybersecurity Is As Robust As Its Ethical Code",supreme court hacked by hackers,sarcasm,1,1,1,1,0,1,1,0,0.0570214390754699,0,-0.1823991537094116,1,0.4438990354537964,0,0.0570214390754699,0.7616462111473083,0.0,780.33056640625,1.0,0.7616462111473083,False,FN,0
129,Judge With Overinflated View Of His Intelligence Blasts Judges For ‘Overinflated View Of Their Intelligence’,judge with overinflated view of intelligence blasts judges for 'overinflated view of their intelligence',irony,0,0,0,0,0,1,0,0,-0.3234067559242248,1,0.5497756004333496,0,0.1434402465820312,0,-0.3234067559242248,0.9817543625831604,0.0,87.14106750488281,1.0,0.9817543625831604,False,TN,1
130,Does burying burnt wood after wildfires really help the climate?,burnt wood buried in california after wildfires,rhetorical_question,1,1,1,1,1,0,0,0,-0.1052141189575195,0,-0.0521436333656311,0,0.0003734827041625,0,-0.1052141189575195,0.6926971673965454,0.064354136701032,294.6138916015625,0.8,0.6481192391934905,False,FN,0
131,You are telling me fish really make such a big return just because a historical hydro dam was removed in N.B.?,you are telling me fish make such a big return because a historic hydro dam was removed in nba?,rhetorical_question,0,0,0,0,0,1,0,0,-0.0591858625411987,0,0.0022615194320678,0,-0.0109298825263977,0,-0.0591858625411987,0.8177596926689148,0.4824766987096575,304.3232727050781,0.238095238095238,0.4232096958121927,False,TN,1
132,Yukon man grows pineapple at home — and it only took 9 years,yukon man grows pineapple at home,understatement,1,1,1,1,1,0,0,0,0.1042292714118957,0,-0.1809810996055603,1,0.1868306398391723,0,0.1042292714118957,0.8919819593429565,0.2366152821572647,1460.771240234375,0.6153846153846154,0.680925396353833,False,FN,0
133,Abortion Pill Ban Aborted In Wyoming,abortion pill ban aborted in wyoming,irony,0,0,0,0,0,1,0,0,-0.173572301864624,0,0.0,0,0.0442627668380737,0,-0.173572301864624,1.0000001192092896,0.0,920.1812133789062,1.0,1.0,True,TN,1
134,"Houston, we've got a plumbing problem: Artemis II toilet is still on the fritz",huffpollster: artemis II toilet is still on the fritz,irony,1,0,0,1,0,1,0,0,-0.0433635711669921,0,-0.0053358078002929,0,-0.019354224205017,0,-0.0433635711669921,0.7880120277404785,0.4165332382153556,665.0797729492188,0.5,0.4597788260730883,False,TN,1
135,Another National Security Concern!,another national security concern,sarcasm,0,0,0,0,0,1,0,0,-0.0290233492851257,0,-0.0133185982704162,0,0.0004292130470275,0,-0.0290233492851257,0.941725254058838,0.0,134.04501342773438,1.0,0.941725254058838,True,TN,1
136,Google Built Its Empire Scraping The Web. Now It’s Suing To Stop Others From Scraping Google.,google built its empire scraping the web,irony,1,1,1,1,1,0,0,0,-0.2041377425193786,0,-0.0022787451744079,1,0.2891207933425903,0,-0.2041377425193786,0.8398116827011108,0.0,1322.6988525390625,1.0,0.8398116827011108,False,FN,0
137,Decade-old rule lake operators are definitely aware of comes back to bite them as it resurfaces,a decade-old rule lake operators are aware of comes back to bite them as it resurfaces,sarcasm,1,1,1,1,1,0,0,0,0.0589296221733093,1,0.9161036014556884,0,-0.0081969499588012,0,0.0589296221733093,0.981899917125702,0.7447819789879647,175.78421020507812,0.1875,0.2505985536807031,False,FN,0
138,"When women are driven from public life, that’s great for democracy, right?",when women are driven from public life,rhetorical_question,1,1,1,1,1,0,0,0,0.0132997035980224,0,-0.0001903176307678,1,0.2442123293876648,0,0.0132997035980224,0.7517809867858887,0.3009644126717158,90.95106506347656,0.5833333333333334,0.5255216636401107,False,FN,0
139,Trump AI Regulation Order Hallucinates More Fake Law Than Any AI,trump AI regulation order hallucinates fake law,irony,1,1,1,1,1,0,0,0,-0.036561906337738,0,0.0946844816207885,0,0.254443883895874,0,-0.036561906337738,0.9590558409690856,0.0186535675035179,10960.021484375,0.9090909090909092,0.9411660280999256,False,FN,0
140,Techie fooled a panicked daemon and manipulated time itself to get servers in sync,techie fooled panicked daemon and manipulated time itself to get servers in sync,overstatement,0,0,0,0,0,1,0,0,-0.0123312473297119,0,-0.4683232307434082,0,0.0744760036468505,0,-0.0123312473297119,0.9964220523834229,0.7799950505759817,1849.4464111328125,0.1428571428571428,0.2192177832395914,False,TN,1
